,id,taskId,task,unitId,unit,unitPlural,ratio,action,elementId,stage,stageId,cssElementId,cssElement,type,otherStage,displayName,roomArea,tradeId,quantity,hour,Hourly Labour Cost (£),Labour Cost (£/unit),Labour Total Cost,Material Total Cost,Material Markup,Labour Profit,Material Contingency,Subtotal,Overall Contingency,Total Task Cost
2435,2436,10659,"475mm wide by 1000mm deep trench foundations, 1000mm deep excavation",2,m,m,1.0,,1648,Foundations and substructure,478,,,COMMON,1,"Supply & Install 475mm wide by 1000mm deep trench foundations, 1000mm deep excavation",[],148.0,1.92,1.92,23.125,44.4,85.24799999999999,0,0,25.5744,0,110.8224,5.541119999999999,116.36352
2436,2437,10660,EPS insulation between new and existing footings,4,m2,m2,1.0,,1828,Foundations and substructure,478,,,COMMON,1,Supply & Install EPS insulation between new and existing footings,[],148.0,0.25,0.25,23.125,5.78125,1.4453125,0,0,0.43359375,0,1.87890625,0.0939453125,1.9728515625
2437,2438,10661,EPS insulation between existing and new cavity wall,4,m2,m2,1.0,,1696,External wall structure and lining,489,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install EPS insulation between existing and new cavity wall,"[""wall""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2438,2439,10662,Joist hangers to ceiling,1,nr,nr,1.0,,1761,Ceiling structure and lining,466,14.0,E2 - Ceilings,COMMON,1,Supply & Install Joist hangers to ceiling,"[""ceiling""]",152.0,0.19,0.19,26.25,4.9875,0.9476249999999999,0,0,0.2842875,0,1.2319125,0.061595625,1.293508125
2439,2440,10663,Louvres / brise soleil to wall,2,m,m,1.0,,1814,External wall structure and lining,489,7.0,D4 - Main Walls,COMMON,1,Supply & Install Louvres / brise soleil to wall,"[""wall""]",149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
2440,2441,10664,"Wall System 2 Party Wall 43mm Soundproofing Kit (including acoustic insulation and panel, battens separate)",4,m2,m2,1.0,,2045,Internal wall structure and lining,503,15.0,E3 - Walls and Partitions,COMMON,1,"Supply & Install Wall System 2 Party Wall 43mm Soundproofing Kit (including acoustic insulation and panel, battens separate)","[""wall""]",152.0,0.87,0.87,26.25,22.8375,19.868625,0,0,5.9605875,0,25.8292125,1.291460625,27.120673125
2441,2442,10665,External downlight,1,nr,nr,1.0,,1998,External works,493,,,COMMON,1,Supply & Install External downlight,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2442,2443,10666,Ductwork and associated BWIC allowance for Bathroom extractor,2,m,m,1.0,,1732,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install Ductwork and associated BWIC allowance for Bathroom extractor,[],150.0,1.0,1.0,26.25,26.25,26.25,0,0,7.875,0,34.125,1.70625,35.83125
2443,2444,10667,T&E feed to oven/hob/shower per linear metre,2,m,m,1.0,,1804,Wiring and fuseboards,477,,,COMMON,1,Supply & Install T&E feed to oven/hob/shower per linear metre,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2444,2445,10668,Concrete post (excavation and concrete elsewhere),1,nr,nr,1.0,,1960,External works,493,,,COMMON,1,Supply & Install Concrete post (excavation and concrete elsewhere),[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
2445,2446,10669,Gravel board,1,nr,nr,1.0,,1960,External works,493,,,COMMON,1,Supply & Install Gravel board,[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
2446,2447,10670,Cavity wall insulation to internal wall,4,m2,m2,1.0,,1709,Internal wall structure and lining,503,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Cavity wall insulation to internal wall,"[""wall""]",149.0,0.25,0.25,23.125,5.78125,1.4453125,0,0,0.43359375,0,1.87890625,0.0939453125,1.9728515625
2447,2448,10671,Garden Workshop,35,item,items,1.0,,1961,External works,493,,,COMMON,1,Supply & Install Garden Workshop,[],149.0,20.0,20.0,23.125,462.5,9250.0,0,0,2775.0,0,12025.0,601.25,12626.25
2448,2449,10672,Plaster to walls; base coat and finish coat,4,m2,m2,1.0,,1855,Wall preparation and finishes,488,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Plaster to walls; base coat and finish coat,"[""wall""]",155.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
2449,2450,10673,Wardrobe doors,7,nr,nr,1.0,,1758,Joinery,473,11.0,D8 - Other Joinery and Finishes,COMMON,1,Supply & Install Wardrobe doors,[],152.0,2.0,2.0,26.25,52.5,105.0,0,0,31.5,0,136.5,6.825,143.325
2450,2451,10674,"Steel column, 152 x 89 x 16 UB",2,m,m,1.0,,1659,Steel and structural supports,474,,,COMMON,1,"Supply & Install Steel column, 152 x 89 x 16 UB",[],149.0,1.9,1.9,23.125,43.9375,83.48125,0,0,25.044375,0,108.525625,5.426281250000001,113.95190625
2451,2452,10676,Remove corbelling to wall,4,m2,m2,1.0,,1966,Demolitions,482,21.0,E9 - Other,COMMON,1,Remove corbelling to wall,"[""wall""]",156.0,1.0,1.0,18.875,18.875,18.875,0,0,5.6625,0,24.5375,1.226875,25.764375
2452,2453,10677,"200mm Hollow block retaining wall, concrete fill",4,m2,m2,1.0,,1648,Foundations and substructure,478,,,COMMON,1,"Supply & Install 200mm Hollow block retaining wall, concrete fill","[""wall""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2453,2454,10678,450mm wide by 550mm deep trench foundations,2,m,m,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 450mm wide by 550mm deep trench foundations,[],148.0,1.48,1.48,23.125,34.225,50.653,0,0,15.1959,0,65.8489,3.292445,69.141345
2454,2455,10679,830mm wide by 550mm deep trench foundations,2,m,m,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 830mm wide by 550mm deep trench foundations,[],148.0,1.96,1.96,23.125,45.325,88.837,0,0,26.6511,0,115.4881,5.774405000000001,121.262505
2455,2456,10680,450mm wide by 900mm deep trench foundations,2,m,m,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 450mm wide by 900mm deep trench foundations,[],148.0,2.1,2.1,23.125,48.5625,101.98125,0,0,30.594375,0,132.575625,6.62878125,139.20440625
2456,2457,10681,450mm wide by 1200mm deep trench foundations,2,m,m,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 450mm wide by 1200mm deep trench foundations,[],148.0,2.63,2.63,23.125,60.81874999999999,159.9533125,0,0,47.98599375,0,207.93930625,10.3969653125,218.3362715625
2457,2458,10682,450mm wide by 1400mm deep foundations,2,m,m,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 450mm wide by 1400mm deep foundations,[],148.0,2.98,2.98,23.125,68.9125,205.35925,0,0,61.607775,0,266.967025,13.34835125,280.31537625
2458,2459,10683,680mm wide by 1400mm deep trench foundations,2,m,m,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 680mm wide by 1400mm deep trench foundations,[],148.0,3.64,3.64,23.125,84.175,306.397,0,0,91.9191,0,398.3161,19.915805,418.231905
2459,2460,10684,1200x1700mm wide by 550mm deep pad foundations,1,nr,nr,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 1200x1700mm wide by 550mm deep pad foundations,[],148.0,2.6,2.6,23.125,60.125,156.325,0,0,46.89749999999999,0,203.2225,10.161125,213.383625
2460,2461,10685,1250x1500mm wide by 800mm deep pad foundations,1,nr,nr,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 1250x1500mm wide by 800mm deep pad foundations,[],148.0,7.9,7.9,23.125,182.6875,1443.23125,0,0,432.969375,0,1876.200625,93.81003125000001,1970.01065625
2461,2462,10686,Masonry support angle,2,m,m,1.0,,1659,Steel and structural supports,474,,,COMMON,1,Supply & Install Masonry support angle,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2462,2463,10687,"Strip out inspection chamber, fill in and level ground",1,nr,nr,1.0,,1967,Demolitions,482,21.0,E9 - Other,COMMON,1,"Strip out inspection chamber, fill in and level ground",[],148.0,11.7,11.7,23.125,270.5625,3165.58125,0,0,949.674375,0,4115.255625,205.76278125,4321.018406249999
2463,2464,10688,Strip out fitted bookshelves,1,nr,nr,1.0,,1682,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out fitted bookshelves,[],156.0,2.0,2.0,18.875,37.75,75.5,0,0,22.65,0,98.15,4.907500000000001,103.0575
2464,2465,10689,Form opening in wall to prepare for new works,1,nr,nr,1.0,,1966,Demolitions,482,21.0,E9 - Other,COMMON,1,Form opening in wall to prepare for new works,"[""wall""]",149.0,2.0,2.0,23.125,46.25,92.5,0,0,27.75,0,120.25,6.0125,126.2625
2465,2466,10690,800x1200mm wide by 1000mm deep pad foundations,1,nr,nr,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 800x1200mm wide by 1000mm deep pad foundations,[],148.0,3.8,3.8,23.125,87.875,333.925,0,0,100.1775,0,434.1025,21.705125,455.807625
2466,2467,10691,Waste bin,1,nr,nr,1.0,,2096,"Units, worktops and kitchen appliances",469,,,COMMON,1,Supply & Install Waste bin,[],152.0,0.5,0.5,26.25,13.125,6.5625,0,0,1.96875,0,8.53125,0.4265625,8.9578125
2467,2468,10692,Rubbish chute weekly hire,33,wk,wks,1.0,,1957,Preliminaries,471,12.0,D9 - Other,COMMON,1,Supply & Install Rubbish chute weekly hire,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2468,2469,10693,Fire alarm certificate,35,item,items,1.0,,1733,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install Fire alarm certificate,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2469,2470,10694,700mm wide by 1200mm deep trench foundations,2,m,m,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 700mm wide by 1200mm deep trench foundations,[],148.0,3.75,3.75,23.125,86.71875,325.1953125,0,0,97.55859375,0,422.75390625,21.1376953125,443.8916015625
2470,2471,10695,700mm wide by 1500mm deep trench foundations,2,m,m,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 700mm wide by 1500mm deep trench foundations,[],148.0,3.85,3.85,23.125,89.03125,342.7703125,0,0,102.83109375,0,445.60140625,22.2800703125,467.8814765625
2471,2472,10696,Liaison with solar panel contractor,35,item,items,1.0,,1965,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install Liaison with solar panel contractor,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2472,2473,10697,Liaison with ASHP contractor,35,item,items,1.0,,1692,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Liaison with ASHP contractor,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2473,2474,10698,"Steel beam, 305 x 305 x 97 UC",2,m,m,1.0,,1659,Steel and structural supports,474,,,COMMON,1,"Supply & Install Steel beam, 305 x 305 x 97 UC",[],149.0,4.6,4.6,23.125,106.375,489.325,0,0,146.7975,0,636.1225,31.806125,667.9286249999999
2474,2475,10699,uPVC Casement Window 4-5m2,7,nr,nr,1.0,,1664,External windows and doors,483,8.0,D5 - Windows,COMMON,1,Supply & Install uPVC Casement Window 4-5m2,[],149.0,5.82,5.82,23.125,134.5875,783.29925,0,0,234.989775,0,1018.289025,50.91445125000001,1069.20347625
2475,2476,10700,uPVC casement window (6-7m2),7,nr,nr,1.0,,1664,External windows and doors,483,8.0,D5 - Windows,COMMON,1,Supply & Install uPVC casement window (6-7m2),[],149.0,12.0,12.0,23.125,277.5,3330.0,0,0,999.0,0,4329.0,216.45,4545.45
2476,2477,10702,Timber ladder frame,4,m2,m2,1.0,,1707,External wall structure and lining,489,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Timber ladder frame,[],152.0,1.2,1.2,26.25,31.5,37.8,0,0,11.34,0,49.13999999999999,2.457,51.59699999999999
2477,2478,10703,Render to garden wall; including base coat and finishing coat,4,m2,m2,1.0,,1997,External works,493,7.0,D4 - Main Walls,COMMON,1,Supply & Install Render to garden wall; including base coat and finishing coat,"[""wall""]",155.0,0.83,0.83,23.125,19.19375,15.9308125,0,0,4.77924375,0,20.71005625,1.0355028125,21.7455590625
2478,2479,10704,Sand and cement to tiled verge (labour included within tile to roof task),4,m2,m2,1.0,,1674,Roof structure and coverings,468,5.0,D2 - Roof Coverings,COMMON,1,Supply & Install Sand and cement to tiled verge (labour included within tile to roof task),[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2479,2480,10705,Aluminium corner angle trims,2,m,m,1.0,,1696,External wall structure and lining,489,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Aluminium corner angle trims,[],149.0,0.5,0.5,23.125,11.5625,5.78125,0,0,1.734375,0,7.515625,0.37578125,7.89140625
2480,2481,10706,Massage bed,1,nr,nr,1.0,,1874,Fixtures and fittings,480,,,COMMON,1,Supply & Install Massage bed,[],156.0,2.0,2.0,18.875,37.75,75.5,0,0,22.65,0,98.15,4.907500000000001,103.0575
2481,2482,10707,Liaison with water storage tank contractor,35,item,items,1.0,,1860,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Liaison with water storage tank contractor,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2482,2483,10708,Strip out insulation,4,m2,m2,1.0,,1682,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out insulation,[],156.0,0.1,0.1,18.875,1.8875,0.18875,0,0,0.05662499999999999,0,0.245375,0.01226875,0.25764375
2483,2484,10709,"1250x1250mm wide by 450mm deep pad foundation, 1000mm deep excavation, excl. excavation",1,nr,nr,1.0,,1648,Foundations and substructure,478,,,COMMON,1,"Supply & Install 1250x1250mm wide by 450mm deep pad foundation, 1000mm deep excavation, excl. excavation",[],148.0,3.9,3.9,23.125,90.1875,351.73125,0,0,105.519375,0,457.250625,22.86253125,480.11315625
2484,2485,10710,"1500x1500mm wide by 450mm deep pad foundation, 1000mm deep excavation, excl. excavation",1,nr,nr,1.0,,1648,Foundations and substructure,478,,,COMMON,1,"Supply & Install 1500x1500mm wide by 450mm deep pad foundation, 1000mm deep excavation, excl. excavation",[],148.0,5.1,5.1,23.125,117.9375,601.4812499999999,0,0,180.444375,0,781.9256249999999,39.09628125,821.0219062499998
2485,2486,10711,Timber I Beam,2,m,m,1.0,,1659,Steel and structural supports,474,,,COMMON,1,Supply & Install Timber I Beam,[],152.0,2.0,2.0,26.25,52.5,105.0,0,0,31.5,0,136.5,6.825,143.325
2486,2487,10712,Concrete threshold to external door,2,m,m,1.0,,1664,External windows and doors,483,9.0,D6 - Outside Doors,,1,Supply & Install Concrete threshold to external door,[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
2487,2488,10713,Electrical installation - per point,1,nr,nr,1.0,,1965,Wired appliances,479,22.0,F1 - Electricity,,1,Supply & Install Electrical installation - per point,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2488,2489,10714,Considerate Constructors Scheme site registration,35,item,items,1.0,,1957,Preliminaries,471,12.0,D9 - Other,,1,Supply & Install Considerate Constructors Scheme site registration,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2489,2490,10715,Strip out radiator and set aside for reuse,1,nr,nr,1.0,,1682,Demolitions,482,21.0,E9 - Other,,1,Strip out radiator and set aside for reuse,[],150.0,0.75,0.75,26.25,19.6875,14.765625,0,0,4.4296875,0,19.1953125,0.9597656250000001,20.155078125
2490,2491,10716,Thermal break plate,1,nr,nr,1.0,,1659,Steel and structural supports,474,,,,1,Supply & Install Thermal break plate,[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
2491,2492,10717,Thermal break,2,m,m,1.0,,1659,Steel and structural supports,474,,,,1,Supply & Install Thermal break,[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
2492,2493,10718,Mesh to floor,4,m2,m2,1.0,,1686,Floor structure and lining,467,16.0,E4 - Floors,,1,Supply & Install Mesh to floor,"[""floor""]",149.0,0.25,0.25,23.125,5.78125,1.4453125,0,0,0.43359375,0,1.87890625,0.0939453125,1.9728515625
2493,2494,10719,Stone effect worktop,2,m,m,1.0,,1864,"Units, worktops and kitchen appliances",469,,,,1,Supply & Install Stone effect worktop,[],152.0,1.97,1.97,26.25,51.7125,101.873625,0,0,30.5620875,0,132.4357125,6.621785625,139.057498125
2494,2495,10720,Aluminium Deck Framing & Substructure,4,m2,m2,1.0,,2094,External works,493,,,,1,Supply & Install Aluminium Deck Framing & Substructure,[],149.0,2.0,2.0,23.125,46.25,92.5,0,0,27.75,0,120.25,6.0125,126.2625
2495,2496,10721,Cement seal to wall,4,m2,m2,1.0,,1696,External wall structure and lining,489,15.0,E3 - Walls and Partitions,,1,Supply & Install Cement seal to wall,"[""wall""]",149.0,0.25,0.25,23.125,5.78125,1.4453125,0,0,0.43359375,0,1.87890625,0.0939453125,1.9728515625
2496,2497,10722,LED light trough,2,m,m,1.0,,1723,Wired appliances,479,22.0,F1 - Electricity,,1,Supply & Install LED light trough,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2497,2498,10723,Undercoat and gloss coat to softwood door,1,nr,nr,1.0,,1908,Decoration,486,,,FINISH,1,Supply & Install Undercoat and gloss coat to softwood door,[],158.0,3.27,3.27,23.125,75.61875,247.2733125,0,0,74.18199375,0,321.45530625,16.0727653125,337.5280715625
2498,2499,10724,Fridge freezer housing unit,1,nr,nr,1.0,,1662,"Units, worktops and kitchen appliances",469,,,,1,Supply & Install Fridge freezer housing unit,[],152.0,3.1,3.1,26.25,81.375,252.2625,0,0,75.67875,0,327.94125,16.3970625,344.3383125
2499,2500,10725,Pull out larder unit,1,nr,nr,1.0,,1662,"Units, worktops and kitchen appliances",469,,,,1,Supply & Install Pull out larder unit,[],152.0,3.1,3.1,26.25,81.375,252.2625,0,0,75.67875,0,327.94125,16.3970625,344.3383125
2500,2501,10726,Pull out larder extension unit,1,nr,nr,1.0,,1662,"Units, worktops and kitchen appliances",469,,,,1,Supply & Install Pull out larder extension unit,[],152.0,3.1,3.1,26.25,81.375,252.2625,0,0,75.67875,0,327.94125,16.3970625,344.3383125
2501,2502,10727,Roofing felt,4,m2,m2,1.0,,1705,Roof structure and coverings,468,13.0,E1 - Roof Structure,,1,Supply & Install Roofing felt,[],153.0,0.3,0.3,23.125,6.9375,2.08125,0,0,0.6243749999999999,0,2.705625,0.13528125,2.840906249999999
2502,2503,10728,"Primer, undercoat and matt coat to window",1,nr,nr,1.0,,1920,Decoration,486,8.0,D5 - Windows,,1,"Supply & Install Primer, undercoat and matt coat to window",[],158.0,6.3,6.3,23.125,145.6875,917.83125,0,0,275.349375,0,1193.180625,59.65903125,1252.83965625
2503,2504,10730,Undercoat and matt coat to softwood door,1,nr,nr,1.0,,1908,Decoration,486,,,,1,Supply & Install Undercoat and matt coat to softwood door,[],158.0,3.27,3.27,23.125,75.61875,247.2733125,0,0,74.18199375,0,321.45530625,16.0727653125,337.5280715625
2504,2505,10731,"Primer, undercoat and matt coat to window board",2,m,m,1.0,,1920,Decoration,486,8.0,D5 - Windows,,1,"Supply & Install Primer, undercoat and matt coat to window board",[],158.0,0.51,0.51,23.125,11.79375,6.0148125,0,0,1.80444375,0,7.81925625,0.3909628125,8.2102190625
2505,2506,10732,Base cabinet; magic corner pull out unit storage,1,nr,nr,1.0,,1801,"Units, worktops and kitchen appliances",469,,,,1,Supply & Install Base cabinet; magic corner pull out unit storage,[],152.0,3.51,3.51,26.25,92.13749999999999,323.4026249999999,0,0,97.02078749999997,0,420.4234124999999,21.021170625,441.4445831249999
2506,2507,10733,Formwork to external walls,4,m2,m2,1.0,,1707,External wall structure and lining,489,15.0,E3 - Walls and Partitions,,1,Supply & Install Formwork to external walls,"[""wall""]",149.0,0.84,0.84,23.125,19.425,16.317,0,0,4.8951,0,21.2121,1.060605,22.272705
2507,2508,10734,Formwork to external walls; curved,4,m2,m2,1.0,,1707,External wall structure and lining,489,15.0,E3 - Walls and Partitions,,1,Supply & Install Formwork to external walls; curved,"[""wall""]",149.0,1.092,1.092,23.125,25.2525,27.57573,0,0,8.272719,0,35.848449,1.79242245,37.64087145000001
2508,2509,10735,Formation of rammed earth walls,4,m2,m2,1.0,,1707,External wall structure and lining,489,15.0,E3 - Walls and Partitions,,1,Supply & Install Formation of rammed earth walls,"[""wall""]",149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
2509,2510,10736,Garden retaining wall,4,m2,m2,1.0,,1997,External works,493,7.0,D4 - Main Walls,,1,Supply & Install Garden retaining wall,"[""wall""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2510,2511,10737,Strip out light switch,1,nr,nr,1.0,,1682,Demolitions,482,21.0,E9 - Other,,1,Strip out light switch,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2511,2512,10738,Material crusher weekly hire (assume builder on site can operate),33,wk,wks,1.0,,1880,Preliminaries,471,12.0,D9 - Other,,1,Supply & Install Material crusher weekly hire (assume builder on site can operate),[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2512,2513,10739,Crusher delivery and collection,35,item,items,1.0,,1783,Preliminaries,471,12.0,D9 - Other,,1,Supply & Install Crusher delivery and collection,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2513,2514,10740,"Material crusher, machine operator; weekly",33,wk,wks,1.0,,1783,Preliminaries,471,12.0,D9 - Other,,1,"Supply & Install Material crusher, machine operator; weekly",[],149.0,40.0,40.0,23.125,925.0,37000.0,0,0,11100.0,0,48100.0,2405.0,50505.0
2514,2515,10741,1200x1000mm wide by 500mm deep pad foundations,35,item,items,1.0,,1648,Foundations and substructure,478,,,,1,Supply & Install 1200x1000mm wide by 500mm deep pad foundations,[],148.0,5.0,5.0,23.125,115.625,578.125,0,0,173.4375,0,751.5625,37.578125,789.140625
2515,2516,10742,Provisional sum for modifications to existing garage door,35,item,items,1.0,,2120,External windows and doors,483,,,,1,Supply & Install Provisional sum for modifications to existing garage door,[],152.0,10.0,10.0,26.25,262.5,2625.0,0,0,787.5,0,3412.5,170.625,3583.125
2516,2517,10743,Strip out drainage below ground,2,m,m,1.0,,1967,Demolitions,482,21.0,E9 - Other,,1,Strip out drainage below ground,[],156.0,1.9,1.9,18.875,35.8625,68.13874999999999,0,0,20.44162499999999,0,88.58037499999998,4.429018749999999,93.00939374999997
2517,2518,10744,300mm wide by 300mm deep foundations,2,m,m,1.0,,1648,Foundations and substructure,478,,,,1,Supply & Install 300mm wide by 300mm deep foundations,[],148.0,1.2,1.2,23.125,27.75,33.3,0,0,9.989999999999998,0,43.28999999999999,2.1645,45.45449999999999
2518,2519,10745,"600mm wide by 250mm deep strip foundations, including shuttering and mesh",2,m,m,1.0,,1648,Foundations and substructure,478,,,,1,"Supply & Install 600mm wide by 250mm deep strip foundations, including shuttering and mesh",[],148.0,1.3,1.3,23.125,30.0625,39.08125,0,0,11.724375,0,50.80562499999999,2.54028125,53.34590624999999
2519,2520,10746,300mm wide by 250mm deep foundations,2,m,m,1.0,,1648,Foundations and substructure,478,,,,1,Supply & Install 300mm wide by 250mm deep foundations,[],148.0,1.2,1.2,23.125,27.75,33.3,0,0,9.989999999999998,0,43.28999999999999,2.1645,45.45449999999999
2520,2521,10747,"Steel column, 120 x 60 x 5.0 RHS",2,m,m,1.0,,1659,Steel and structural supports,474,,,,1,"Supply & Install Steel column, 120 x 60 x 5.0 RHS",[],149.0,1.85,1.85,23.125,42.78125,79.1453125,0,0,23.74359375,0,102.88890625,5.1444453125,108.0333515625
2521,2522,10748,950x950mm wide by 1000mm deep pad foundations,7,nr,nr,1.0,,1648,Foundations and substructure,478,,,,1,Supply & Install 950x950mm wide by 1000mm deep pad foundations,[],148.0,5.0,5.0,23.125,115.625,578.125,0,0,173.4375,0,751.5625,37.578125,789.140625
2522,2523,10749,Double 152x89x16 UB bolted together with spacers,2,m,m,1.0,,1659,Steel and structural supports,474,,,,1,Supply & Install Double 152x89x16 UB bolted together with spacers,[],149.0,3.8,3.8,23.125,87.875,333.925,0,0,100.1775,0,434.1025,21.705125,455.807625
2523,2524,10750,Concrete tiles to wall / hanging tiles / tile hanging,4,m2,m2,1.0,,1814,External wall structure and lining,489,7.0,D4 - Main Walls,,1,Supply & Install Concrete tiles to wall / hanging tiles / tile hanging,"[""wall""]",149.0,0.9,0.9,23.125,20.8125,18.73125,0,0,5.619375,0,24.350625,1.21753125,25.56815625
2524,2525,10751,Bar to client's design,35,item,items,1.0,,1758,Joinery,473,11.0,D8 - Other Joinery and Finishes,,1,Supply & Install Bar to client's design,[],152.0,40.0,40.0,26.25,1050.0,42000.0,0,0,12600.0,0,54600.0,2730.0,57330.0
2525,2526,10752,1600x1600mm wide by 1000mm deep pad foundation,35,item,items,1.0,,1648,Foundations and substructure,478,,,,1,Supply & Install 1600x1600mm wide by 1000mm deep pad foundation,[],148.0,7.5,7.5,23.125,173.4375,1300.78125,0,0,390.234375,0,1691.015625,84.55078125,1775.56640625
2526,2527,10753,Stone sill / stone cill,2,m,m,1.0,,1870,External windows and doors,483,8.0,D5 - Windows,,1,Supply & Install Stone sill / stone cill,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2527,2528,10754,Chimney cope,1,nr,nr,1.0,,1984,External wall structure and lining,489,4.0,D1 - Chimney Stacks,,1,Supply & Install Chimney cope,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2528,2529,10755,Provisional sum for alterations to staircase,35,item,items,1.0,,1871,"Stairs, balustrades and lifts",502,19.0,E7 - Woodwork,,1,Supply & Install Provisional sum for alterations to staircase,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2529,2530,10756,600mm wide by 325mm deep foundations,2,m,m,1.0,,1648,Foundations and substructure,478,,,,1,Supply & Install 600mm wide by 325mm deep foundations,[],148.0,0.75,0.75,23.125,17.34375,13.0078125,0,0,3.90234375,0,16.91015625,0.8455078125000001,17.7556640625
2530,2531,10757,Timber truss,2,m,m,1.0,,1659,Steel and structural supports,474,,,,1,Supply & Install Timber truss,[],152.0,0.65,0.65,26.25,17.0625,11.090625,0,0,3.3271875,0,14.4178125,0.720890625,15.138703125
2531,2532,10758,Brick Corbel,2,m,m,1.0,,1707,External wall structure and lining,489,15.0,E3 - Walls and Partitions,,1,Supply & Install Brick Corbel,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
2532,2533,10759,Double 200x90x30 PFC bolted back to back with spacer tubes,2,m,m,1.0,,1659,Steel and structural supports,474,,,,1,Supply & Install Double 200x90x30 PFC bolted back to back with spacer tubes,[],149.0,1.9,1.9,23.125,43.9375,83.48125,0,0,25.044375,0,108.525625,5.426281250000001,113.95190625
2533,2534,10761,Drip edge to flat roof,2,m,m,1.0,,1701,Roof structure and coverings,468,13.0,E1 - Roof Structure,,1,Supply & Install Drip edge to flat roof,[],153.0,0.25,0.25,23.125,5.78125,1.4453125,0,0,0.43359375,0,1.87890625,0.0939453125,1.9728515625
2534,2535,10762,Hardwood casement window (5-6m2),7,nr,nr,1.0,,1664,External windows and doors,483,8.0,D5 - Windows,,1,Supply & Install Hardwood casement window (5-6m2),[],149.0,10.0,10.0,23.125,231.25,2312.5,0,0,693.75,0,3006.25,150.3125,3156.5625
